TransactionID,UserID,Amount,Timestamp,MerchantCategory,TransactionType,DeviceID,IPAddress,Latitude,Longitude,AvgTransactionAmount,TransactionFrequency,UnusualLocation,UnusualAmount,NewDevice,FailedAttempts,FraudFlag,PhoneNumber,BankName
1.03E+11,e10be86a-aa90-43fe-813d-853afd5e88f4,7216.68,20-03-2024 17:48,Utilities,P2M,0155b218-cd68-41ec-89e3-9b53e0689b1a,20.36.82.218,-63.443753,-145.987736,1845.29,5/day,TRUE,FALSE,TRUE,3,1,5017908911,Kotak Mahindra Bank
1.03E+11,3ea066b5-50f0-49b1-9667-bdcf53b8c291,6868.12,01-02-2024 18:25,Clothing,P2M,6fb669fb-a206-48c4-a247-e8fb6c8dbe4f,33.180.244.104,-82.6266315,-125.015183,5626.6,3/day,FALSE,TRUE,FALSE,1,0,2360274570,Kotak Mahindra Bank
1.03E+11,a42e6a4f-a448-4a8b-88d9-649a8aef188d,6127.59,19-03-2024 01:36,Groceries,P2P,7cd6e72e-e8f0-4e88-83d6-81394b755c9e,57.75.53.210,2.9887975,-69.086612,970.69,5/day,TRUE,FALSE,FALSE,0,0,9.11E+11,HDFC Bank
1.03E+11,a5be9a2e-5886-47b1-9c5c-b8f3fe49166b,5022.33,27-04-2024 14:01,Travel,P2P,9ad36ab2-d794-40ed-a819-f56421b2378f,192.182.212.126,47.0105135,-173.701339,4183.77,5/day,TRUE,FALSE,FALSE,1,0,9.14E+11,State Bank of India
1.03E+11,faecf5bc-f2ca-46fb-a70e-4636384e7eaa,323.59,06-07-2024 10:47,Clothing,P2M,d56e546a-7bb3-43a9-ae2e-191d10f31bbb,196.18.193.241,-22.4100205,102.171086,1656.44,3/day,FALSE,FALSE,FALSE,2,1,9.15E+11,ICICI Bank
1.03E+11,ab16c36f-ff7b-4a64-831e-a278afc10256,1799.2,09-04-2024 08:23,Clothing,P2P,272c3b97-db3e-4f31-a079-cc8317372945,218.159.55.230,-82.8396405,-39.112888,8267.58,1/day,FALSE,TRUE,TRUE,1,0,8074551567,Kotak Mahindra Bank
1.03E+11,febbecc5-72c5-4727-bc5c-2cb32da6fda0,6675.57,16-03-2024 08:17,Entertainment,P2M,70c9626f-0635-476a-9b69-80d79e61194e,201.103.0.160,52.9796615,-83.405715,8919.34,5/day,TRUE,FALSE,TRUE,0,1,9.17E+11,HDFC Bank
1.03E+11,3ab9255b-76c1-441b-b88c-10ee85f3abc3,279.81,17-04-2024 17:44,Utilities,P2P,399df457-1388-499c-be43-7787ae69ae23,205.254.135.236,76.3690075,105.782245,2068.37,1/day,TRUE,TRUE,FALSE,1,0,2204424741,State Bank of India
1.04E+11,aabe6edf-9072-48a1-954d-73c548642caf,7426.35,29-05-2024 22:35,Clothing,P2P,09ebbede-0d64-40b7-bae0-3000a7500691,11.166.162.61,21.9077085,69.157309,9058.94,5/day,TRUE,FALSE,TRUE,4,1,2217130009,Bank of Baroda
1.04E+11,807a77d3-a40d-43eb-84b2-a46fe438cab2,7023.3,23-04-2024 05:07,Groceries,P2M,75591bd4-aef2-4852-a091-48ce6b570153,137.145.178.168,26.9030235,0.581582,8634.79,1/day,TRUE,TRUE,TRUE,3,1,1314811569,HDFC Bank
1.04E+11,a16cc1e7-54e0-4353-a6a2-b53748294c62,4036.61,04-06-2024 22:49,Travel,P2P,e5f28202-3a93-4e0e-86cc-ea70d5f10aaf,170.191.92.46,-77.5596515,130.128314,1441.34,1/day,FALSE,TRUE,FALSE,3,1,63329299,Axis Bank
1.04E+11,eca3edc4-c4c1-40f2-8a00-74f0fda79dff,1701.43,31-01-2024 04:26,Electronics,P2P,c3ea7e0e-d57c-4cb8-849b-e9e02ce29986,52.198.67.68,-38.684589,-79.137429,4089.01,5/day,TRUE,TRUE,TRUE,3,1,9.19E+11,Axis Bank
1.04E+11,31bd032f-a98b-4f05-ad4c-776c057d9c55,6621.53,23-02-2024 06:28,Travel,P2P,8e50e512-ea9a-4fa9-a5c4-27e2662b1270,82.183.107.113,-29.5716455,-101.028399,4575.18,5/day,TRUE,TRUE,FALSE,2,0,8220974403,Axis Bank
1.04E+11,da96d339-6b61-4358-b55c-0ca7eec6be16,6214.74,19-06-2024 15:09,Entertainment,P2P,b8321844-10c8-4114-8c96-9a92dcb15117,2.167.207.167,41.9769775,150.806782,2983.1,5/day,FALSE,TRUE,TRUE,0,0,968003909,ICICI Bank
1.04E+11,a73ee102-6d29-4bb7-a882-787584d4b8d7,5713.28,05-02-2024 09:43,Clothing,P2P,8792856f-6b2b-496a-ba20-182d11fa7fc4,16.203.201.134,-25.9940635,-167.231909,3675.48,3/day,FALSE,FALSE,FALSE,2,0,9.19E+11,Axis Bank
1.04E+11,b280c95f-25cd-49dc-a072-98fc8cafef63,5479.78,26-04-2024 02:28,Utilities,P2M,4c9949f9-8d4c-476f-9091-c12a19d6d4de,147.16.136.77,0.4676165,-65.81421,6372.51,3/day,TRUE,TRUE,FALSE,3,0,8375923816,State Bank of India
1.04E+11,07be5d29-5c67-49a9-8ffb-5f3dbf34cd4d,4368.8,20-04-2024 16:48,Groceries,P2P,ef16ea5e-c98e-464a-b654-bb778af24024,89.49.226.192,61.4892315,95.072925,3975.26,5/day,FALSE,TRUE,TRUE,1,0,9837606269,HDFC Bank
1.04E+11,6afec2af-393c-4e2e-bd8e-7d64ffe38eb2,4102.56,01-05-2024 14:59,Clothing,P2M,fdd13aa9-46c5-4d8f-989a-7df1f6bd3339,42.247.255.47,79.8924,-28.60197,2231.75,3/day,TRUE,TRUE,FALSE,3,0,5394883278,Kotak Mahindra Bank
1.04E+11,39d7d2a0-4665-4e5c-a2cf-0248147381b4,2886.51,24-05-2024 19:06,Utilities,P2P,adea225a-1816-470c-9c3e-66f954727b71,151.41.124.107,20.410672,-15.381707,4155.66,1/day,FALSE,TRUE,TRUE,1,0,334612478,HDFC Bank
1.04E+11,4f016f2d-d53f-484b-a01a-84f2593ca660,2257.06,26-06-2024 07:32,Groceries,P2P,aa551988-0534-4042-b03a-c76970c5ecd5,149.9.123.202,1.6507545,176.74195,8686.72,3/day,TRUE,TRUE,FALSE,0,0,6013563598,HDFC Bank
1.04E+11,9d5f0706-4817-4bc0-bd9c-71ae888e6c42,8403.28,28-05-2024 08:27,Utilities,P2M,58e1541a-2e39-4874-9a21-b937580b6656,185.34.54.159,68.2023545,83.6312,9161.89,5/day,TRUE,FALSE,TRUE,0,1,1487423786,Axis Bank
1.05E+11,80a67fd7-4356-4b41-a315-3da95f1fc262,8711.15,08-02-2024 06:55,Electronics,P2P,1f417255-5d1b-4a6f-93c7-0144c38cf937,36.206.214.142,79.7638755,154.683538,9341.55,1/day,FALSE,TRUE,TRUE,4,1,5346290155,HDFC Bank
1.05E+11,15ec4c25-51d3-446c-9f90-ffa162be26ca,8131.82,23-04-2024 04:05,Clothing,P2M,b2da8c0f-760d-477c-bd5d-3e42ebf044af,219.56.24.228,-77.231045,-0.574645,7698.61,1/day,FALSE,FALSE,TRUE,4,1,5924553209,Axis Bank
1.05E+11,ec3d9216-fb3a-47eb-9669-55f6b129f4e7,9445.51,24-02-2024 14:19,Groceries,P2M,f83e1f2a-a468-472b-8469-ef8bd2f815f7,98.29.155.179,65.996453,86.436531,4955.81,1/day,TRUE,FALSE,FALSE,2,0,8351594435,State Bank of India
1.05E+11,45266d78-3c60-404b-a51e-12098e5c2ace,8777.65,29-03-2024 18:59,Travel,P2M,c9e451dc-d337-4e70-922a-45a5ed5cee7f,153.83.248.65,-53.8450325,-44.510001,9726.83,1/day,TRUE,FALSE,FALSE,1,0,971741962,Bank of Baroda
1.05E+11,e7930b2c-8e4c-4c6a-a290-4fcc3b2cd75c,6297.72,26-07-2024 08:43,Entertainment,P2M,8f74e6f3-2b63-48d1-95cf-5ec6ef35acd1,90.191.134.225,55.735683,87.788947,1710.32,1/day,TRUE,FALSE,FALSE,3,1,7945191194,HDFC Bank
1.05E+11,749ea452-7317-47c8-bfce-a51f4c2b42cb,7414.11,04-06-2024 17:20,Clothing,P2M,17a163c5-08ac-4ed7-8d0e-8cf7cb6743f0,131.164.45.63,19.102148,-50.396993,8648.46,3/day,FALSE,FALSE,TRUE,0,0,9.18E+11,Bank of Baroda
1.05E+11,07e4742a-4282-4c1f-aa39-3195b46d15c6,8237.28,04-03-2024 06:36,Groceries,P2M,ac88ef88-76b6-4389-9e69-122dd8c2afc4,213.7.238.136,-79.05959,-22.816269,9651.7,1/day,FALSE,TRUE,FALSE,2,1,9.17E+11,Kotak Mahindra Bank
1.05E+11,c68b91cf-e9ac-42b6-bd59-9879bc1092cc,6368.03,30-06-2024 01:02,Groceries,P2P,5b88698d-dd6d-49b8-bab4-c94b615d22dd,41.93.254.157,53.6166245,-99.207955,631.23,3/day,TRUE,TRUE,TRUE,0,0,6909631155,Axis Bank
1.05E+11,4d6aeee7-34e8-4ac9-80a9-01b2f6c87179,4947.81,18-07-2024 11:23,Electronics,P2P,8a64f99e-d280-44b0-84d7-8b3225f0b4ec,2.255.66.65,9.5548365,-135.019261,1935.81,3/day,TRUE,FALSE,TRUE,2,0,716918742,Kotak Mahindra Bank
1.05E+11,b85b5e15-4e2e-4aba-b81d-5361738a42ad,4204.99,12-06-2024 14:47,Electronics,P2P,7f2340dd-a72b-4534-96e5-b941df642551,193.69.100.10,55.1798495,-91.919571,6248.15,5/day,TRUE,FALSE,TRUE,2,0,5310547336,ICICI Bank
1.05E+11,ec154bac-f4c5-42be-91d6-b9ad2ad525b2,2969.61,15-04-2024 11:53,Restaurants,P2P,402116c8-36ec-4eac-b7fa-a2fde52dcbfa,164.173.247.213,-36.928534,123.160404,4372.27,5/day,FALSE,TRUE,FALSE,4,0,4239504783,HDFC Bank
1.05E+11,a7bda5fb-a1cc-473a-afab-f77596f129a1,2060.47,22-06-2024 01:11,Travel,P2P,1f4b217e-0999-4b74-b829-11a2e25ae49f,5.191.164.200,59.76127,21.068959,9580.52,1/day,TRUE,TRUE,FALSE,1,0,5282309901,State Bank of India
1.05E+11,e1ca7787-42db-42d3-a640-700a6d4852ad,552.28,16-04-2024 05:07,Groceries,P2M,8006f0ab-02e9-4b53-a15b-92a8011d95ab,107.103.14.69,-83.8063375,-67.61263,7720.43,3/day,FALSE,FALSE,TRUE,1,0,1276435636,Kotak Mahindra Bank
1.05E+11,56a45481-6614-4435-b62b-ba695401f110,1445.85,25-03-2024 09:43,Groceries,P2P,3dc05234-2e5c-4d9f-ba9d-311e57ecd07f,151.81.66.64,10.93886,153.264815,3721.76,5/day,FALSE,TRUE,FALSE,0,1,9.18E+11,State Bank of India
1.06E+11,5d2042f1-a270-46c3-b030-e599b0545fd9,7702.25,16-05-2024 23:44,Utilities,P2M,b60bf857-7d6d-4ef9-8aca-f3a804233b91,40.194.201.74,-88.2439305,150.130772,5467.24,5/day,TRUE,FALSE,TRUE,4,1,7100262672,Axis Bank
1.06E+11,2d305b96-8875-45d0-a17c-c74524529edd,8781.65,28-04-2024 09:56,Clothing,P2P,f57cce55-64a3-4718-a197-0afb1bb6cc50,181.85.107.39,-72.236477,9.60774,9689.14,3/day,TRUE,TRUE,TRUE,0,0,4485926815,HDFC Bank
1.06E+11,076e1081-f330-424e-ae27-d4827bfa3c24,8865.56,24-01-2024 03:08,Travel,P2P,dcb8b428-f968-499f-847f-56333af9d6f9,188.197.159.252,43.4430705,-7.981849,1025.01,5/day,FALSE,TRUE,TRUE,3,1,6550950787,Bank of Baroda
1.06E+11,e7b3a013-ce25-43f4-91a0-19ebe7bb58f3,5148.36,19-02-2024 18:06,Restaurants,P2P,c8aa44a2-8613-44b3-bd7b-9d7edd003bd9,100.202.36.228,63.518225,-124.984209,9097.24,5/day,TRUE,TRUE,TRUE,3,1,3586424058,ICICI Bank
1.06E+11,8e2cf0cc-f08f-4b16-9bdd-16367fae62e8,8086.98,02-01-2024 13:09,Restaurants,P2M,7d1b36ff-f4c0-4963-9014-051779cbc7ec,199.251.112.230,-43.438446,-122.314178,4274.47,1/day,FALSE,FALSE,FALSE,2,0,6679157574,Axis Bank
1.06E+11,2125b284-a1c0-4c13-8af6-2a4f5d686c73,6937.35,23-02-2024 18:36,Restaurants,P2P,dbc5e7f5-44d2-4bed-b650-5ee968a58bbb,178.119.67.239,-2.5242895,-129.594331,5431.39,3/day,TRUE,FALSE,TRUE,1,0,9.15E+11,HDFC Bank
1.06E+11,6603f0d3-996a-4d73-b15b-e3c71e5d39ad,3660.2,11-01-2024 11:06,Restaurants,P2P,b7bd72fd-3c16-4bc8-8802-9b7587462482,93.232.96.88,23.7875895,-43.296332,8100.61,3/day,TRUE,TRUE,FALSE,1,0,9.16E+11,ICICI Bank
1.06E+11,4ffc48f7-b3e3-4e3c-841f-51019f0d3c7a,2264.56,02-04-2024 17:47,Electronics,P2P,1b99e425-4b4a-40c7-97b9-8a3927947c26,110.198.71.137,-5.4416295,-144.377193,4726.71,5/day,TRUE,TRUE,FALSE,4,0,7599842303,Axis Bank
1.07E+11,40426ed3-4032-4cf4-a52f-484ecd0c556a,3071.02,18-02-2024 21:02,Groceries,P2M,ce519377-a745-4a6f-8d84-72da3c0ef930,102.99.51.221,-5.042762,-111.372908,9435.13,3/day,FALSE,TRUE,TRUE,4,1,6266653362,Bank of Baroda
1.07E+11,2824b42b-1fc3-4157-9cc5-abac767f6d4a,4537.14,30-07-2024 08:49,Restaurants,P2M,6025dc04-3b6b-4bfb-a34a-e83536c0fb9c,22.237.29.224,-38.0841015,86.367604,9364.98,3/day,FALSE,FALSE,TRUE,3,1,1455536099,ICICI Bank
1.07E+11,f1b1dca0-a2ce-440f-8c01-10e13b669e5d,7622.6,13-07-2024 00:48,Travel,P2M,afad3947-eda3-4f8e-96b5-e7fe0518f6d1,179.235.196.213,40.916321,7.375121,7122.85,3/day,FALSE,TRUE,TRUE,2,0,8058324103,HDFC Bank
1.07E+11,05e154a4-26e5-4358-9fa3-0fc653ca29db,7276.51,19-06-2024 20:10,Entertainment,P2P,78261cfe-f83d-4c46-88b2-5f1e779e59e5,69.194.83.57,-75.306717,107.183594,3409.47,1/day,FALSE,TRUE,FALSE,0,0,9.18E+11,State Bank of India
1.07E+11,bd990bf3-3814-4bb9-995b-83143f676543,7258.37,16-06-2024 16:54,Groceries,P2P,c282f8db-2f38-4059-ab69-a0456f675eca,152.247.56.228,27.87448,-61.734391,4425.29,1/day,FALSE,TRUE,FALSE,0,0,580739612,Bank of Baroda
1.07E+11,9cba73de-b9b7-4f6b-aa60-cd29cc61f716,9803.06,07-06-2024 13:18,Utilities,P2P,388de53c-c2eb-437b-9fa2-1dc1df29f246,74.136.75.162,58.919926,38.690549,5892.9,3/day,TRUE,TRUE,TRUE,2,1,8507670793,ICICI Bank
1.07E+11,29831993-7386-4e86-a9f0-12375fbc9cc4,7198.15,20-04-2024 23:56,Restaurants,P2M,2e7ab1f0-5a35-47db-b727-8bd3f395742e,91.101.42.26,-63.6802235,-97.807496,4256.88,1/day,TRUE,TRUE,TRUE,0,0,9.15E+11,Axis Bank
1.07E+11,ab048d20-401e-424f-ba86-d21d55faadc2,7188.58,24-03-2024 15:15,Travel,P2P,15cf7289-5134-4590-abc9-70deee2890c5,193.77.37.57,19.153142,109.693625,256.45,1/day,FALSE,FALSE,FALSE,2,0,1159716646,Axis Bank
1.07E+11,95c9b496-bba0-4ab1-8c7a-52baeb0306af,6280.32,15-05-2024 14:21,Travel,P2P,89cb8f25-3054-44a3-9329-142ce8261ed8,195.27.121.180,41.161662,-37.039748,8091.91,5/day,TRUE,FALSE,TRUE,3,0,4528569874,Axis Bank
1.07E+11,30684188-8327-4c18-9996-acdf69fb1196,6244.94,22-02-2024 11:51,Entertainment,P2M,e9110271-4034-4701-ad8c-64d3e193c72c,105.233.95.97,-64.147546,59.932637,2745.77,5/day,TRUE,TRUE,FALSE,0,0,9.13E+11,ICICI Bank
1.07E+11,beabb8a4-9b59-4a27-9208-7070f67eaee1,4550.58,06-06-2024 09:46,Groceries,P2M,31bbc37d-78e0-4ea1-bede-4fc37b4e2bb7,217.103.161.167,-3.486144,-100.814162,67.16,3/day,FALSE,FALSE,FALSE,1,0,1449079340,Kotak Mahindra Bank
1.07E+11,2526e9f1-9d50-43db-b1e7-fb921b260c56,3290.28,24-02-2024 02:11,Electronics,P2P,d817c644-a7bc-4e4b-8e36-91f055439bae,51.102.151.165,45.433524,47.491312,1513.68,3/day,FALSE,FALSE,FALSE,2,0,1758972772,ICICI Bank
1.07E+11,de251baa-af1f-49b7-a79c-2d2ef16e4c78,1208.48,01-05-2024 09:09,Clothing,P2P,07795ae9-aad3-4c3d-9d72-723b30ac166a,66.48.118.246,16.8839185,95.829597,3122.14,3/day,FALSE,FALSE,FALSE,2,0,9.18E+11,Kotak Mahindra Bank
1.07E+11,4fba2fc0-4b97-4605-8f88-d58584d28e5d,905.68,10-02-2024 23:01,Travel,P2M,64e38e24-313b-43be-8f39-d3e56180369e,107.29.22.208,38.782715,94.998868,5538.3,1/day,TRUE,TRUE,FALSE,1,0,9.19E+11,State Bank of India
1.07E+11,48e5d1d6-3b2a-4e0b-ba21-8e2da469eb3d,201.78,03-05-2024 04:51,Clothing,P2M,e9f798ce-c546-4dec-a264-b31383de711d,56.54.121.124,69.4009885,-154.33812,9029.17,1/day,FALSE,FALSE,FALSE,2,0,7235731261,ICICI Bank
